Registration District	Sept 1837 to 1851	1852 to June 1946	Sept 1946 to March 1965	June 1965 to March 1974	June 1974 to Dec 1992	Mar 1993 to Dec 1996	1997 to 2001
North East Lincolnshire	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	7	548
North Kesteven	CREATED 1934	7A	3B	3B	ABOLISHED 1974	ABOLISHED 1974	619
North Lincolnshire	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	7	554
North Shields					2	5	54
North Shropshire	CREATED 1970	CREATED 1970	CREATED 1970	9A	30	45	713
North Somerset	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	22	307
North Surrey	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	49	17
North Tyneside	CREATED 1985	CREATED 1985	CREATED 1985	CREATED 1985	2	ABOLISHED 1985	54
North Walsham	CREATED 1939	4B	4B	4B	10	40	638
North Warwickshire	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	31	50	767
North Witchford	14	3B	ABOLISHED 1938	ABOLISHED 1938	ABOLISHED 1938	ABOLISHED 1938	*53*
North Yorkshire	CREATED 1998	CREATED 1998	CREATED 1998	CREATED 1998	CREATED 1998	CREATED 1998	650
Northampton	15	3B	3B	3B	7	42	670
Northampton (& Hardingstone)	CREATED 1925	3B	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	670
Northleach	11	6A	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	479
Northumberland (North First)	CREATED 1937	10B	1B	1B	1	42	678
Northumberland (Nth Second)	CREATED 1937	10B	1B	1B	1	42	679
Northumberland (Central)	CREATED 1937	10B	1B	1B	1	42	677
Northumberland South	CREATED 1936	10B	1B	1B	ABOLISHED 1974	ABOLISHED 1974	*54*
Northumberland West	CREATED 1937	10B	1B	1B	1	42	680
Northwich	19	8A	10A	10A	ABOLISHED 1974	ABOLISHED 1974	341
Norton Radstock	CREATED 1936	5C	7C	7C	ABOLISHED 1974	ABOLISHED 1974	300
Norwich	13	4B	4B	4B	10	40	639
Norwich Outer	CREATED 1939	4B	4B	4B	10	ABOLISHED 1991	639
Nottingham	15	7B	3C	3C	8	43	689
Nuneaton (& Bedworth)	16	6D	9C	9C	31	50	768
Oakham	15	7A	3C	3C	ABOLISHED 1974	ABOLISHED 1974	604
Ogwr	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	27	27	*55*
Oakehampton	10	5B	7A	7A	21	26	419
Oldbury	CREATED 1932	6C	9D	9D	ABOLISHED 1966	ABOLISHED 1966	*56*
Oldham	20	8D	10F	10F	39	1	7
Ongar	12	4A	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	470
Ormskirk (West Lancashire)	21	8B	10F	10F	ABOLISHED 1974	ABOLISHED 1974	590
Orpingham	-	3B	-	-	-	-	*0*
Orsett	12	4A	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	477
Oswestry	18	6A	9A	9A	30	45	714
Otley	23	9A	ABOLISHED 1869	ABOLISHED 1869	ABOLISHED 1869	ABOLISHED 1869	92
Oundle (& Thrapston)	15	3B	3B	3B	7	42	671
Overton (Wrexham Maelor)	CREATED 1935	11B	8A	ABOLISHED 1954	ABOLISHED 1954	53	813
Oxford	16	3A	6B	6B	20	44	695
Paddington	CREATED 1895	1A	5D	5D	14	16	258
Pancras	1	1B	ABOLISHED 1902	ABOLISHED 1902	ABOLISHED 1902	ABOLISHED 1902	250
Pateley Bridge	23	9A	2C	ABOLISHED 1947	ABOLISHED 1947	ABOLISHED 1947	650
Patrington (now Beverley)	23	9D	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	542
Pembroke	26	11A	8C	8C	24	54	821
Penistone	CREATED 1911	9C	2C	ABOLISHED 1947	ABOLISHED 1947	ABOLISHED 1947	41
Penkridge	17	6B	ABOLISHED 1877	ABOLISHED 1877	ABOLISHED 1877	ABOLISHED 1877	734
Penllyn	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	25	56	891
Penrith (Cumbria)	25	10B	1A	1A	1	24	380
Penzance	9	5C	7A	7A	21	23	365
Pershore	18	6C	9D	9D	29	33	523
Peterborough	15	3B	3B	3B	9	20	335
Petersfield	7	2C	6B	6B	20	32	496
Petworth	7	2B	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	779
Pewsey	8	5A	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	789
Pickering	24	9D	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	650
Plomesgate	12	4A	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	*57*
Ploughley & Bullingdon	CREATED 1932	3A	6B	6B	20	44	703
Plymouth	9	5B	7A	7A	21	26	416
Plympton (St Mary)	9	5B	7A	7A	ABOLISHED 1974	ABOLISHED 1974	416
Pocklington East Riding Yorks	23	9D	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	552
Pontardawe	CREATED 1875	11A	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	896
Pontefract	22	9C	2C	2C	5	10	98
Pontypool	26	11A	8C	8C	28	55	837
Pontypridd Rhondda Cynon Taf	CREATED 1863	11A	8B	8B	27	57	862
Poole	8	5A	6A	7C	23	27	431
Poplar	2	1C	5D	5D	14	15	246
Portsea (_ Island)	7	2B	ABOLISHED 1900	ABOLISHED 1900	ABOLISHED 1900	ABOLISHED 1900	497
Portsmouth	CREATED 1900	2B	6B	6B	20	32	497
Potterspury	15	3B	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	672
Prescot	20	8B	10F	10F	ABOLISHED 1974	ABOLISHED 1974	30
Presteigne	26	6A	ABOLISHED 1877	ABOLISHED 1877	ABOLISHED 1877	ABOLISHED 1877	876
Preston (& South Ribble)	21	8E	10F	10F	40	37	588
Prestwich	20	8D	ABOLISHED 1925	ABOLISHED 1925	ABOLISHED 1925	ABOLISHED 1925	6
Purbeck	8	5A	6A	7C	23	27	432
Pwllheli & Portmadog	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	25	56	853
Pwllheli & Portmadoc	27	11B	8A	8A	ABOLISHED 1974	ABOLISHED 1974	853
Radford	15	7B	ABOLISHED 1880	ABOLISHED 1880	ABOLISHED 1880	ABOLISHED 1880	689
Radnorshire West	CREATED 1933	11B	8C	8C	28	ABOLISHED 1988	*58*
Radnorshire East	CREATED 1933	11B	8C	8C	26	58	876
Reading	6	2C	6A	6A	19	18	320
Redbridge	CREATED 1965	CREATED 1965	CREATED 1965	5D	14	15	247
Redcar & Cleveland	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	3	349
Redditch	CREATED 1997	CREATED 1997	CREATED 1997	CREATED 1997	CREATED 1997	29	522
Redruth	9	5C	7A	7A	ABOLISHED 1974	ABOLISHED 1974	355
Reeth	24	9D	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	*60*
Reigate	4	2A	ABOLISHED 1934	ABOLISHED 1934	ABOLISHED 1934	ABOLISHED 1934	755
Repton	CREATED 1937	7B	3A	3A	ABOLISHED 1974	ABOLISHED 1974	397
Rhayader (orig Nantmel & Rhayader)	26	11B	ABOLISHED 1933	ABOLISHED 1933	ABOLISHED 1933	ABOLISHED 1933	867
Rhuddlan (Denbighshire North)	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	24	53	811
Ribble Valley	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	40	37	588
Richmond-upon-Thames	4	2A	5D	5D	14	15	248
Richmond (Yorks)	24	9D	1B	1B	2	41	650
Ringwood & Fordingbridge	8	2B	ABOLISHED 1932	ABOLISHED 1932	20	31	494
Ripon	23	9A	2C	ABOLISHED 1947	ABOLISHED 1947	ABOLISHED 1947	650
Risbridge	12	4A	ABOLISHED 1938	ABOLISHED 1938	ABOLISHED 1938	ABOLISHED 1938	*59*
Rochdale	21	8E	10F	10F	39	1	9
Rochford (Castle Point & _)	12	4A	4A	4A	9	30	467
Romford	12	4A	5A	5A	ABOLISHED 1965	ABOLISHED 1965	*61*
Romney Marsh	5	2A	ABOLISHED 1941	ABOLISHED 1941	ABOLISHED 1941	ABOLISHED 1941	*62*
Romsey & Stockbridge	7	2C	6B	6B	20	32	499
Ross	26	6A	9A	9A	29	33	524
Rothbury	25	10B	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	679
Rother Valley	CREATED 1938	9C	2C	2C	ABOLISHED 1974	ABOLISHED 1974	*63*
Rotherham	22	9C	2C	2C	3	4	45
Rotherhithe	4	1D	ABOLISHED 1870	ABOLISHED 1870	ABOLISHED 1870	ABOLISHED 1870	251
Rowley Regis	CREATED 1935	6B	9B	ABOLISHED 1966	ABOLISHED 1966	ABOLISHED 1966	70
Royston	6	3A	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	534
Rugby	16	6D	9C	9C	31	50	770
Runcorn (Halton)	19	8A	10A	10A	ABOLISHED 1974	ABOLISHED 1974	343
Rushcliffe	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	8	43	690
Ruthin	27	11B	8A	8A	ABOLISHED 1974	ABOLISHED 1974	805
Rutland	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	6	38	604
Rye	7	2B	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	456
Ryedale	CREATED 1936	9D	1B	1B	2	41	650
Saddleworth	23	9A	2C	2C	ABOLISHED 1974	ABOLISHED 1974	7
Saffron Walden	12	4A	4A	4A	ABOLISHED 1974	ABOLISHED 1974	478
Salford	20	8D	10F	10F	39	2	11
Salisbury	8	5A	7C	7C	23	52	795
Samford	12	4A	4B	4B	ABOLISHED 1974	ABOLISHED 1974	*70*
Sandwell	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	33	8	70
Scarborough	24	9D	1B	1B	2	41	650
Scilly Isles	9	5C	ABOLISHED 1901	ABOLISHED 1901	ABOLISHED 1901	ABOLISHED 1901	360
Sculcoates	22	9D	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	550
Scunthorpe	CREATED 1938	7A	3B	3B	7	35	*71
Sedbergh	23	9A	2C	2C	ABOLISHED 1974	ABOLISHED 1974	377
Sedgefield	24	10A	ABOLISHED 1938	ABOLISHED 1938	ABOLISHED 1938	ABOLISHED 1938	442
Sedgemoor	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	23	46	723
Sefton (North & South)	CREATED 1980	CREATED 1980	CREATED 1980	CREATED 1980	37	3	32
Seisdon	17	ABOLISHED 1839	ABOLISHED 1839	9B	ABOLISHED 1974	ABOLISHED 1974	77
Selby	23	9C	2C	2C	2	41	650
Settle	23	9A	2C	ABOLISHED 1947	ABOLISHED 1947	ABOLISHED 1947	650
Sevenoaks	5	2A	ABOLISHED 1941	ABOLISHED 1941	ABOLISHED 1941	ABOLISHED 1941	576
Shaftesbury	8	5A	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	430
Shardlow	19	7B	3A	3A	ABOLISHED 1974	ABOLISHED 1974	397
Sheffield	22	9C	2D	2D	3	4	48
Sheppey (Isle of _)	5	2A	5B	5F	16	36	560
Shepton Mallet	10	5C	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	721
Shepway	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	16	36	569
Sherbourne	8	5A	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	430
Shifnal	18	6A	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	710
Shipston on Stour	11	6D	9C	9C	31	50	773
Shoreditch (orig St Leonards)	2	1C	5D	ABOLISHED 1965	ABOLISHED 1965	ABOLISHED 1965	230
Shrewsbury	18	6A	9A	9A	30	45	715
Sidcup	CREATED 1941	2A	5B	ABOLISHED 1965	ABOLISHED 1965	ABOLISHED 1965	*95*
Sittingbourne	CREATED 1941	2A	5B	5F	16	36	560
Skipton	23	9A	2D	ABOLISHED 1947	ABOLISHED 1947	ABOLISHED 1947	650
Skirlaugh	22	9D	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	542
Sleaford & East Kesteven	14	7A	3B	3B	7	39	623
Slough	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	19	18	321
Smallburgh	CREATED 1870	4B	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	638
Smethwick	CREATED 1932	6B	9B	9B	ABOLISHED 1966	ABOLISHED 1966	70
Sodbury	CREATED 1937	6A	7B	7B	22	17	304
Solihull	11	6D	9C	9C	34	ABOLISHED 1978	73
Solihull North	CREATED 1978	CREATED 1978	CREATED 1978	CREATED 1978	34	8	73
Solihull South	CREATED 1978	CREATED 1978	CREATED 1978	CREATED 1978	34	8	73
South Cheshire	CREATED 1991	CREATED 1991	CREATED 1991	CREATED 1991	35	35	35
South Derbyshire	CREATED 1997	CREATED 1997	CREATED 1997	CREATED 1997	CREATED 1997	CREATED 1997	6
South Dorset (South & West)	CREATED 1997	CREATED 1997	CREATED 1997	CREATED 1997	CREATED 1997	CREATED 1997	433
South East Hampshire	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	20	32	501
South East Surrey	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	17	17
South Glamorgan (Vale of _)	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	28	59	*72*
South Gloucestershire	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	22	304
South Hams	CREATED 1998	CREATED 1998	CREATED 1998	CREATED 1998	CREATED 1998	CREATED 1998	417
South Molton	10	5B	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	404
South Pembrokeshire	CREATED 1983	CREATED 1983	CREATED 1983	CREATED 1983	24	24	819
South Shields (Sth Tyneside)	24	10A	1A	1A	2	5	57
South Staffordshire	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	30	47	738
South Stoneham (& North)	7	2C	ABOLISHED 1925	ABOLISHED 1925	ABOLISHED 1925	ABOLISHED 1925	499
South Tyneside	CREATED 2001	CREATED 2001	CREATED 2001	CREATED 2001	CREATED 2001	CREATED 2001	57
South Warwickshire	CREATED 1985	CREATED 1985	CREATED 1985	CREATED 1985	31	50	776
Southam	16	6D	9C	9C	31	50	775
Southampton	7	2C	6B	6B	20	32	500
Southend-on-Sea	CREATED 1939	4A	4A	4A	9	30	475
Southport	CREATED 1934	8B	10F	10F	37	3	34
Southwark	CREATED 1901	1D	5D	5E	15	16	251
Southwell	15	7B	3C	3C	ABOLISHED 1974	ABOLISHED 1974	688
Sowe	16	6D	9C	9C	34	8	*103*
Spalding (now Lincolnshire)	14	7A	3B	3B	7	39	625
Spen Valley	CREATED 1939	9B	2D	2D	ABOLISHED 1974	ABOLISHED 1974	*73*
Spilsby (now Lincolnshire)	14	7A	3B	3B	7	39	626
St Albans	6	3A	4B	4B	10	34	535
St Asaph	27	11B	8A	8A	ABOLISHED 1974	ABOLISHED 1974	811
St Austell	9	5C	7A	7A	21	23	367
St Columb (orig St Columb Major)	9	5C	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	367
St Faiths	13	4B	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	*64*
St George Hanover Square	1	1A	ABOLISHED 1933	ABOLISHED 1933	ABOLISHED 1933	ABOLISHED 1933	*65*
St George in the East	2	1C	ABOLISHED 1926	ABOLISHED 1926	ABOLISHED 1926	ABOLISHED 1926	246
St George the Martyr (Southwark)	4	1D	ABOLISHED 1870	ABOLISHED 1870	ABOLISHED 1870	ABOLISHED 1870	*66*
St Germans	9	5C	7A	7A	21	23	368
St Giles (& St George Bloomsbury)	1	1B	ABOLISHED 1930	ABOLISHED 1930	ABOLISHED 1930	ABOLISHED 1930	250
St Helens	CREATED 1935	8B	10F	10B	37	3	30
St Ives	14	3B	4B	ABOLISHED 1968	ABOLISHED 1968	ABOLISHED 1968	365
St James Bermondsey	4	1D	5D	5E	15	16	*66*
St James Clerkenwell	3	1B	ABOLISHED 1869	ABOLISHED 1869	ABOLISHED 1869	ABOLISHED 1869	*67*
St James Westminster	1	1A	ABOLISHED 1871	ABOLISHED 1871	ABOLISHED 1871	ABOLISHED 1871	*65*
St Luke Middlesex	2	1B	ABOLISHED 1869	ABOLISHED 1869	ABOLISHED 1869	ABOLISHED 1869	238
St Lukes Chelsea	3	1A	5C	5C	11 & 13	14	*68*
St Martin (LND)	CREATED 1913	1A	ABOLISHED 1933	ABOLISHED 1933	ABOLISHED 1933	ABOLISHED 1933	258
St Martin (in the Fields)	1	1A	ABOLISHED 1868	ABOLISHED 1868	ABOLISHED 1868	ABOLISHED 1868	258
St Mary Magdalene	4	1D	ABOLISHED 1870	ABOLISHED 1870	ABOLISHED 1870	ABOLISHED 1870	*66*
St Mary Newington	4	1D	ABOLISHED 1870	ABOLISHED 1870	ABOLISHED 1870	ABOLISHED 1870	*69*
St Marylebone	CREATED 1902	1A	5D	5D	14	16	258
St Matthew Bethnal Green	2	1C	5C	5D	ABOLISHED 1966	ABOLISHED 1966	246
St Neots	14	3B	4B	4B	14	20	333
St Olave Bermondsey	CREATED 1902	1D	ABOLISHED 1913	ABOLISHED 1913	ABOLISHED 1913	ABOLISHED 1913	*66*
St Olave Southwark	4	1D	ABOLISHED 1902	ABOLISHED 1902	ABOLISHED 1902	ABOLISHED 1902	251
St Pancras	CREATED 1902	1B	5D	5D	14	16	250
St Saviour (Southwark)	4	1D	ABOLISHED 1901	ABOLISHED 1901	ABOLISHED 1901	ABOLISHED 1901	*66*
St Thomas	10	5B	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	362
Stafford	17	6B	9B	9B	30	47	735
Staffordshire Moorlands	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	30	30	738
Staincliffe	CREATED 1947	CREATED 1947	2D	2D	2	2	88
Staincross	CREATED 1938	9C	2D	2D	ABOLISHED 1974	ABOLISHED 1974	41
Staines	3	3A	5F	ABOLISHED 1947	ABOLISHED 1947	ABOLISHED 1947	757
Stamford (now Lincolnshire)	14	7A	3B	3B	7	39	627
Stepney	2	1C	5D	5D	15	15	246
Stevenage (also: Hitchin & _)	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	10	34	534
Steyning	7	2B	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	786
Stockbridge	7	2C	ABOLISHED 1932	ABOLISHED 1932	ABOLISHED 1932	ABOLISHED 1932	490
Stockport	19	8A	10A	10A	39	2	13
Stockton (orig Stockton & Segdefield)	24	10A	ABOLISHED 1938	ABOLISHED 1938	ABOLISHED 1938	ABOLISHED 1938	*74*
Stockton on Tees	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	3	350
Stoke & Wolstanton	CREATED 1922	6B	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	737
Stoke Damerel	9	4B	ABOLISHED 1898	ABOLISHED 1898	ABOLISHED 1898	ABOLISHED 1898	*104*
Stoke Newington	CREATED 1930	1B	5D	5E	15	13	230
Stoke-on-Trent	CREATED 1935	6B	9B	9B	30	47	737
Stoke-upon-Trent	17	6B	ABOLISHED 1922	ABOLISHED 1922	ABOLISHED 1922	ABOLISHED 1922	737
Stokesley	24	9D	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	650
Stone	17	6B	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	735
Stourbridge (now Dudley)	18	6C	9D	9D	33	7	66
Stow (Suffolk)	12	4A	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	*75*
Stow-on-the-Wold	11	6A	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	483
Strand	1	1B	ABOLISHED 1913	ABOLISHED 1913	ABOLISHED 1913	ABOLISHED 1913	258
Stratford on Avon	16	6D	9C	9C	31	50	773
Stratton	9	5C	7A	7A	21	23	369
Strood	CREATED 1885	2A	ABOLISHED 1923	ABOLISHED 1923	ABOLISHED 1923	ABOLISHED 1923	558
Strood & Hoo	CREATED 1923	2A	ABOLISHED 1941	ABOLISHED 1941	ABOLISHED 1941	ABOLISHED 1941	16
Stroud	11	6A	7B	7B	22	31	487
Sturminster	8	5A	6A	7C	ABOLISHED 1974	27	430
Sudbury	12	4A	4B	4B	10	48	752
Sunderland	24	10A	1A	1A	2	5	58
Surrey Mid	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	49	756
Surrey Mid Eastern	CREATED 1934	2A	5G	5G	17	49	*89*
Surrey Northern	CREATED 1934	2A	5G	ABOLISHED 1965	17	49	*90*
Surrey North East	CREATED 1934	2A	5G	ABOLISHED 1965	ABOLISHED 1965	ABOLISHED 1965	*76*
Surrey North West	CREATED 1934	2A	5G	5G	17	49	*92*
Surrey South East	CREATED 1934	2A	5G	5G	17	49	*91*
Surrey South West	CREATED 1934	2A	5G	5G	17	49	*88*
Surrey West	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	17	761
Sussex (County of _)	-	2B	-	-	-	-	*0*
Sutton	CREATED 1965	CREATED 1965	CREATED 1965	5E	15	16	254
Sutton Coldfield	CREATED 1939	6D	9C	9C	ABOLISHED 1974	ABOLISHED 1974	61
Swadlincote	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	6	25	397
Swaffham	13	4B	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	643
Swale	CREATED 1980	CREATED 1980	CREATED 1980	CREATED 1980	16	16	574
Swansea	26	11A	8B	8B	27	60	897
Swindon	CREATED 1899	5A	7C	7C	23	52	796
Tadcaster	23	9C	2D	ABOLISHED 1947	ABOLISHED 1947	ABOLISHED 1947	650
Tameside	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	39	2	14
Tamworth	16	6B	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	732
Taunton (Deane)	10	5C	7C	7C	23	46	724
Tavistock	9	5B	7A	7A	21	26	419
Teesdale	24	10A	ABOLISHED 1938	ABOLISHED 1938	ABOLISHED 1938	ABOLISHED 1938	442
Teesside (also North & South)	CREATED 1968	CREATED 1968	CREATED 1968	1B	ABOLISHED 1974	ABOLISHED 1974	*96*
Teignbridge	CREATED 1998	CREATED 1998	CREATED 1998	CREATED 1998	CREATED 1998	CREATED 1998	413
Telford & Wrekin	CREATED 1998	CREATED 1998	CREATED 1998	CREATED 1998	CREATED 1998	CREATED 1998	30
Tenbury	18	6C	9D	9D	29	33	525
Tendring (now Colchester)	12	4A	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	469
Tenterden	5	2A	ABOLISHED 1941	ABOLISHED 1941	ABOLISHED 1941	ABOLISHED 1941	558
Tetbury	11	6A	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	480
Tewkesbury	11	6A	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	479
Thakeham	7	2B	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	786
Thame	16	3A	ABOLISHED 1932	ABOLISHED 1932	ABOLISHED 1932	ABOLISHED 1932	695
Thanet (with Dover)(Kent)	5	2A	5B	5F	16	36	575
Thetford	13	4B	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	643
Thingoe	13	4A	ABOLISHED 1908	ABOLISHED 1908	ABOLISHED 1908	ABOLISHED 1908	*105*
Thirsk	24	9D	1B	1B	2	41	650
Thornbury	11	6A	7B	7B	22	17	304
Thorne	23	9C	2D	ABOLISHED 1947	ABOLISHED 1947	ABOLISHED 1947	42
Thrapston	15	3B	3B	3B	ABOLISHED 1974	ABOLISHED 1974	671
Thurrock	CREATED 1939	4A	4A	4A	9	30	477
Ticehurst	7	2B	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	456
Tisbury	8	5A	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	795
Tiverton (orig Tiverton & Dulverton)	10	5B	7A	7A	21	26	421
Todmorden (now Calderdale)	21	9A	2D	2D	4	9	86
Tonbridge	5	2A	5B	5F	16	36	576
Torbay	CREATED 1968	CREATED 1968	CREATED 1968	7A	21	26	422
Torfaen	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	28	837
Torquay	9	5B	7A	7A	21	26	422
Torridge (was Bideford)	CREATED 1998	CREATED 1998	CREATED 1998	CREATED 1998	CREATED 1998	CREATED 1998	405
Torrington	10	5B	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	405
Totnes	9	5B	7A	ABOLISHED 1968	ABOLISHED 1968	ABOLISHED 1968	417
Towcester (_ & Brackley)	15	3B	3B	3B	7	42	672
Tower Hamlets	CREATED 1983	CREATED 1983	CREATED 1983	CREATED 1983	14	15	246
Toxteth Park	CREATED 1881	8B	ABOLISHED 1925	ABOLISHED 1925	ABOLISHED 1925	ABOLISHED 1925	25
Trafford	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	39	2	15
Tregaron	27	11B	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	815
Trowbridge	CREATED 1936	5A	7C	7C	23	52	797
Truro	9	5C	7A	7A	21	23	370
Tunbridge Wells (as Tonbridge)	CREATED 1980	CREATED 1980	CREATED 1980	CREATED 1980	16	16	576
Tunstall	17	6B	6B	9B	30	47	735
Tunstead (Tunstead & Happing)	13	4B	ABOLISHED 1870	ABOLISHED 1870	ABOLISHED 1870	ABOLISHED 1870	638
Tynemouth	25	10B	1B	1B	ABOLISHED 1974	ABOLISHED 1974	54
Uckfield (now Dowborough)	7	2B	5H	5H	18	29	461
Ulverston	25	8E	10F	10F	1	24	382
Upper Agbrigg	CREATED 1939	9A	2D	2D	ABOLISHED 1974	ABOLISHED 1974	*77*
Uppingham	15	7A	3C	3C	ABOLISHED 1974	ABOLISHED 1974	604
Upton-on-Severn	18	6C	9D	ABOLISHED 1952	ABOLISHED 1952	ABOLISHED 1952	521
Uttoxeter	17	6B	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	731
Uttlesford	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	9	30	478
Uxbridge	3	3A	5F	ABOLISHED 1965	ABOLISHED 1965	ABOLISHED 1965	236
Vale of Glamorgan	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	59	28
Vale Royal	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	35	21	341
Vaynor (Merthyr Tydfil)	CREATED 1933	11B	8A	8A	ABOLISHED 1974	ABOLISHED 1974	860
Wainford	CREATED 1935	4A	4B	ABOLISHED 1948	ABOLISHED 1948	ABOLISHED 1948	753
Wakefield	22	9C	2D	2D	5	10	99
